f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,target
332,I,-151,72,-42,232,83,A,-81,A,-7,H,66,-119,156,319,129,5,37,B,G,E,76,A,394,,G,69,-28,-71,,-94,40,H,-175,A,-144,844,1,-44,B,L,G,45,205,E,B,18,191,-87,-187,-200,-55,-508,70,6,21,-87,4,-356,201,45,-17,,40,107,-230,155,J,M,18
32202,H,-1295,-7101,-4100,39063,-103,F,8105,C,-762,D,10180,-34296,1822,7987,5058,401,,A,I,A,-9297,A,24988,K,A,28660,-12560,-57271,-471,-12736,7778,E,-26921,A,-18122,94386,1663,-1633,F,A,,-16319,1087,P,A,-947,6744,5756,-36566,-102,-2572,-99030,-19728,-23574,1342,-13643,1169,-71118,,-21600,-8154,B,5283,736,,18,H,I,18
-14737,A,431,3379,1855,-18279,-251,E,-3658,A,372,K,,16435,-344,-2616,-2288,,-4880,B,A,E,4641,A,-11735,J,B,-13695,6306,27895,306,5995,-4154,A,12417,A,8384,-43859,-1011,398,D,E,A,8090,-375,C,B,383,-2922,-3497,17466,-680,973,47257,9512,11349,-879,6484,-422,34119,21707,10396,4364,A,-2688,-347,,-211,I,B,18
-48356,C,,10515,6159,-59102,80,D,-12206,B,1203,N,-15550,51662,-2760,-11238,-7669,-318,-15672,,E,C,14056,B,-38155,E,E,-43668,19081,86962,555,18985,-11747,G,40688,A,27351,-142850,-2764,1629,K,H,C,24778,-1648,A,B,1379,-10128,-9052,55670,-281,4129,150554,,36280,-2110,20550,-1752,108176,66842,32818,12658,D,-7927,-1161,29591,-14,M,F,18
8302,B,-201,-1786,-1044,9982,-320,C,2137,A,-299,L,,-8638,716,2493,1309,162,2393,B,E,A,-2431,A,6223,B,A,7288,-2906,-14126,10,-3254,1788,I,-7050,A,-4693,24366,264,-534,J,J,G,-4108,171,E,A,-377,1876,1289,-9124,-50,-802,-25035,-4969,-5799,258,-3475,416,-18138,-10763,-5346,-1893,,1158,,-4984,309,D,M,18
32252,H,-1196,-7010,-3996,38871,-24,,8011,,-934,D,10640,-34113,2553,7948,4791,23,10462,A,E,A,-9401,A,,G,G,29082,-12950,,-1034,-12711,7374,E,-26831,D,-17789,94927,1488,-1003,,A,E,-16271,981,P,A,-1119,6812,6104,-36667,-249,-2515,-99262,-18355,-24345,1273,-13852,,-71443,-43241,-21611,-8374,B,5243,829,-19609,-123,H,O,18
-4021,I,72,1046,628,-5410,30,,-1044,A,88,H,-1366,4716,160,-404,-709,-252,-1204,B,G,E,1248,A,-3213,N,B,-3990,1783,8354,-220,1756,-1221,H,3627,A,2751,-12499,-614,360,B,L,G,2496,-169,L,B,32,-861,,5144,-354,243,13941,2775,3127,-106,1992,-160,9972,6750,3078,1170,A,-761,-218,2796,-85,J,P,18
3489,I,2,,-590,3663,-406,A,755,A,,L,1012,-3343,1055,1667,511,-112,1017,B,E,A,-782,A,2747,A,B,3068,-1223,-4872,,-1255,244,H,,A,-1568,9783,-112,51,J,L,G,-1317,122,L,A,-372,1012,221,-3341,-523,-313,-9210,-1171,-2525,105,-1620,23,-6652,-2906,,,A,456,143,-1938,,D,M,18
,B,-490,-1622,-1117,9509,-106,A,1803,A,-364,L,2769,-8191,747,2776,1149,123,2450,,A,,-2400,A,5969,A,A,7061,-2844,-13421,32,-3014,1550,I,-6617,A,-4631,23245,317,,J,L,G,-3701,206,E,A,-202,,1200,-8778,-450,-613,-23644,-4700,-5525,280,-3295,,-16963,-10133,-4963,-1724,B,1149,158,-4833,268,D,M,18
14483,B,-595,-3198,-1797,17255,-117,C,3598,,-342,L,4729,-15159,1352,3401,2201,-16,4647,B,F,A,-4123,A,11408,B,B,12982,-5699,-25634,,-5672,3220,I,-12000,A,-8020,42485,694,-506,J,J,G,-7361,646,G,A,-361,2994,2506,-16300,-119,-1367,-44493,-8113,-10844,584,-6248,430,-31952,-19427,-9606,-3824,B,2321,546,-8646,107,D,D,18
-24364,A,996,5350,2881,-29509,149,E,-6089,B,711,M,-7874,25959,-1357,-5614,-3944,-139,-8041,D,G,E,7218,A,-19238,P,E,-22051,9896,43840,695,9768,-5611,A,20231,A,,-72063,-1260,743,D,D,A,12500,-779,C,B,642,-5189,-4322,27816,-153,2050,75831,14208,18437,-1081,10395,-1065,54638,33613,16626,6554,A,-3970,-661,14885,15,C,E,18
4816,B,-216,-979,-572,5828,-171,A,993,A,-53,L,1597,-5077,249,1068,672,167,1646,B,G,A,-1433,A,3703,A,B,4050,-1821,-8427,29,-1883,1058,I,-3874,A,-2512,13675,241,-58,J,L,G,-2326,277,E,A,-281,949,787,-5272,26,-163,-14474,-3011,-3316,219,-2207,324,-10325,-6489,-3239,-1195,B,947,106,-2877,44,J,M,18
22317,H,-936,-4840,-2846,26955,-1,C,5625,A,-686,A,7256,-23792,,5253,3469,186,7395,,E,A,-6536,A,17697,G,G,20253,-9055,-40011,-642,-8990,5337,I,-18798,A,-12397,66100,1107,-563,F,J,E,-11553,855,G,A,-754,4754,4423,-25627,-12,-1860,,-13101,-16982,,-9813,659,-50031,,-15360,-5918,B,3808,510,-13552,0,A,I,18
6702,B,-417,-1394,-871,8123,-273,C,1593,A,-357,L,2285,-6928,669,2141,904,268,1889,B,,A,-1776,A,4932,A,,5537,-2138,-11098,170,-2659,1315,I,-5385,A,-3597,19169,398,-486,J,J,G,-3092,192,E,A,-230,1559,847,-7081,,-576,-19221,-4030,,155,-2502,79,-14123,-8051,-4057,-1469,B,923,,-3867,143,D,M,18
-29505,K,1179,6483,3709,-35858,-155,E,-7394,B,793,M,-9370,31764,-1318,-6240,-4755,-347,-9740,D,F,E,8714,A,-23346,P,E,-26969,12152,53653,385,11781,-7449,A,24802,A,16646,-86997,-1813,999,G,D,A,15590,-1060,B,B,878,-6055,-5889,34093,-543,2422,92520,18193,22167,-1268,12544,-1065,66375,41599,20293,7900,A,-5257,-669,18058,-219,C,E,18
9724,B,-335,-2125,-1239,11791,22,C,2176,A,-252,L,3234,-10458,699,2285,1424,214,3132,B,G,,-2932,A,7659,B,B,8771,-4066,-17323,-149,-3701,2210,I,-8155,A,-5392,28461,,-628,J,L,G,-4883,299,G,A,-397,2120,1815,-11050,-116,-689,-29757,-5634,-7075,529,-4012,426,-21590,-13129,-6504,-2544,B,1522,97,-5977,11,D,D,18
-16784,A,659,3843,2043,-20561,-7,A,-4255,A,339,K,-5621,18379,-1218,-3435,-2485,-39,-5507,B,I,E,5207,A,-13802,J,,-15812,7431,30913,755,6640,-4175,A,14408,A,9467,-50490,-897,471,D,D,A,8875,-671,C,B,452,-3636,-3486,19746,-270,1358,53551,9594,13144,-974,7637,-653,38655,23695,11946,4593,A,-2922,-395,10577,-12,I,B,18
2602,I,,-469,-361,3373,-233,A,,A,-61,H,918,-2714,115,818,,326,821,B,I,E,-784,A,1798,A,B,2140,-897,-4638,375,-1105,488,H,-2331,A,-1396,7503,75,-247,J,L,G,-1119,95,E,A,-43,547,218,-2930,-119,-258,-7715,-2219,-1416,63,-995,52,-5413,-3291,-1767,-538,A,312,84,-1722,274,J,M,18
2725,I,-70,-257,-347,,-175,,627,A,-147,H,791,-2541,350,1088,416,154,737,B,M,E,-911,A,1650,A,B,1890,-548,-3939,90,-1040,260,H,-1935,A,-1334,7128,30,,J,L,G,-1034,238,E,B,-208,536,120,-2513,-542,-134,-6885,-1705,-1396,11,-1024,-133,-4944,-2895,-1383,-558,A,252,32,-1563,106,J,M,18
6926,,,-1372,-974,8349,-144,C,1708,A,-19,L,2354,,481,2178,936,111,2041,B,G,A,-1811,A,4935,A,A,5658,-2108,-11323,244,-2511,1375,I,-5647,A,-3785,19396,334,-350,J,L,,-3397,268,,A,,1354,1092,-7318,-453,,-19733,-4199,-4534,213,-2577,158,-14255,-8458,-4323,-1346,B,776,173,-4016,55,D,M,18
-32063,K,1328,6940,,-39229,77,,-7990,B,888,M,-10239,34362,-1862,-7498,-4879,-310,-10528,D,F,E,9381,A,-25419,P,B,-28992,12766,57754,448,12584,-7727,A,27140,A,17958,-94560,-1972,1324,G,D,C,16657,-1252,B,B,1058,-6566,-5984,36920,-428,2787,99692,19568,23864,-1385,13577,-1193,,44453,21854,8385,,-5381,-740,19652,81,B,E,18
28850,H,-1051,,-3646,34892,-352,F,7322,C,-653,D,9287,-30642,2187,6974,4408,95,9381,A,F,A,-8122,A,23162,G,G,26103,-11710,-51468,-945,-11347,6864,,-24088,D,-15798,,1208,-1014,F,A,E,-14698,962,P,A,-991,6248,5364,,223,-2497,,-16673,-21939,1592,-12404,1116,-64375,-39084,-19446,-7427,B,,863,-17433,-71,H,I,18
,E,-1395,-9112,-5195,50532,50,F,10359,C,-1102,O,13403,-44408,3000,10160,6471,483,13594,A,F,D,-12123,A,32746,L,G,37606,-16418,-74307,-978,-16556,,E,-34709,D,-23247,122650,2166,-1522,E,A,,,1502,D,A,-1267,8781,7721,-47659,133,-3385,-128613,-24667,-30920,,-17877,1376,-92757,-56904,-28137,-10631,E,6670,1103,-25373,137,H,O,18
-14356,A,605,3127,,-17678,-121,A,-3560,A,492,K,,15367,-1096,-3312,-2163,61,-4836,B,D,E,4179,A,-11624,N,B,-13061,5820,26168,420,5564,-3566,H,12052,A,8089,-42932,-799,389,D,E,A,7634,-594,C,B,352,-3043,-2958,,,1139,45163,8551,11076,-684,6113,-422,,19905,9963,3774,A,-2522,-443,8875,82,I,B,18
5153,,-407,-1007,-839,6457,,C,1335,A,-217,L,1755,-5301,634,1967,839,166,1614,B,I,A,-1379,,3813,A,,4317,-1467,-8543,320,-1784,1010,I,-4378,A,-2777,14991,-41,-472,J,L,G,-2435,91,E,B,-246,1103,635,-5661,-648,-643,-15088,-3401,-3327,85,-2097,159,-10890,-6439,-3035,-985,B,324,178,-2988,-113,D,M,18
-32444,K,1257,,3934,-39761,180,D,-8183,B,853,M,-10590,34670,-1851,-7547,-5073,-294,-10492,D,E,C,9340,A,-25501,P,E,-29397,12870,58420,378,12900,-8111,A,27387,A,18174,-95869,-1806,1193,G,D,C,16739,-995,B,B,927,-6765,-6238,37526,-224,2677,101114,19825,24062,-1462,13708,-1172,72706,44872,22255,8479,D,-5194,-773,19750,67,B,E,18
,K,1108,,3770,-38998,32,,-8104,B,1001,M,-10296,34123,-1894,-7591,-4816,,-10475,D,F,E,9250,A,-25511,P,B,-28922,12865,57630,463,12574,-7678,A,26941,A,18043,-94843,-1640,1289,G,D,C,16243,-1093,B,B,1135,-6700,-5853,36948,-100,2597,99647,19205,23762,-1502,13589,-1210,71755,44077,21798,8336,A,-5276,-935,19851,71,B,E,18
5184,B,-153,-1049,-777,6171,19,A,1054,A,-249,H,1863,-5223,288,1658,691,226,1522,B,F,A,-1584,A,3521,A,A,4157,-1665,-8677,99,-2045,916,I,-4121,A,-2954,14377,477,-259,J,L,G,-2520,307,E,A,-211,1253,815,-5464,-40,-247,-15034,-3272,-3370,172,-2066,205,-10782,-6668,-3374,-1124,B,848,58,-2973,294,D,M,18
29102,H,,-6272,-3694,35320,-414,F,7243,C,-775,A,9398,-30745,1986,7364,4430,154,9328,A,A,A,-8523,A,22520,K,G,26032,-11278,-51340,-320,-11200,6772,E,-24304,D,-16151,85363,1510,-1277,F,A,E,-14691,813,P,A,-855,6153,,-32981,-384,-2308,-89112,-17492,-21069,1039,-12368,1116,-64308,-39225,-19343,-7262,B,4478,730,-17652,259,A,I,18
2465,I,-31,-687,-27,2666,,A,629,A,10,H,862,-2370,557,,395,-40,822,B,D,E,-732,A,1871,A,A,2399,-1283,-4017,-503,-1173,332,H,-1863,A,,7455,33,184,J,L,G,-1018,-67,E,A,-205,529,350,-2881,-310,-301,-7474,-1166,-2082,151,-1043,-26,-5332,,-1662,-870,A,384,-150,-1409,-213,J,M,18
8249,B,-355,-1782,-909,9824,-10,A,2101,A,-87,L,2643,-8605,1079,2642,1213,15,2631,B,A,A,-2306,A,6593,B,A,7484,-3363,-13814,-581,-3211,1488,I,-6739,D,-4384,24578,277,-269,J,J,G,-3887,162,E,A,-391,1863,1305,-9403,-406,-545,-24789,-4243,,362,-3654,271,-18050,-10144,,-2023,B,,219,-4992,-102,D,M,18
27333,H,-1005,-5892,-3527,33304,-199,F,,C,-810,A,8825,-29215,1757,6509,4377,366,8770,A,G,A,-7924,A,21604,G,A,24557,-10442,-49206,-237,-10696,6459,E,-23151,A,-15486,80567,1498,-1130,F,A,E,-13859,961,P,A,-849,5815,4970,-31343,95,-2298,-84774,-16765,-20089,1214,-11653,,-61060,-37669,-18543,-7079,B,4298,701,-16736,-65,H,,18
8385,B,-238,-1599,,9930,-87,C,2127,A,-329,L,2751,-8638,796,2527,1411,278,2797,B,I,A,-2564,A,6279,A,A,,-3181,-14147,-176,-3185,1943,I,-6907,D,-4673,24269,359,-246,J,L,G,-4037,,E,A,-406,1859,1238,-9287,-295,-623,-24865,-4985,-5824,91,-3549,137,-18060,-10851,-5315,-1927,B,1235,171,-4986,246,D,M,18
-22495,,767,5026,2725,-27291,-73,E,-5683,B,479,M,-7187,24065,-1543,,-3493,-133,,D,I,E,6639,A,-18123,J,B,-20608,9371,40728,539,9111,-5467,A,18932,A,12546,-66693,-1239,668,D,D,A,11562,-875,C,B,722,-4690,-4464,25988,-324,1806,70357,12851,17151,-1277,9695,-1033,50472,31174,15455,6210,A,-3691,-663,13870,61,C,B,18
24709,H,-850,-5283,-3175,29832,-158,,6225,A,-602,A,,-26000,1890,6259,3726,144,7893,B,A,A,-7144,A,19214,G,A,21903,-9472,-43193,-342,-9721,5678,,-20454,D,-13756,72223,1197,-963,,A,E,-12206,736,P,A,-737,5252,4274,-27939,-356,-1904,-75354,-14722,-17880,938,-10365,909,-54286,-32895,-16431,-6090,B,3735,566,-14867,45,A,I,19
8033,B,-321,-1679,-780,9607,240,C,1931,,-326,L,2410,-8320,445,2289,1233,233,2496,B,F,A,-2256,A,5749,B,A,6940,-2867,-13722,-9,-3044,1748,I,-6494,A,-4470,22709,454,-578,J,L,G,-3907,349,E,A,-316,1757,1263,-8932,-173,-475,-23697,-5236,-5330,174,-3180,117,-17109,-10573,-5215,-1951,B,1024,,-4914,121,D,M,19
-4616,I,,1123,758,-5859,-16,A,-1170,A,169,H,-1638,5175,97,-891,-859,62,-1534,B,A,E,,A,-3412,N,B,-4071,1650,9079,-509,1844,-1408,H,4204,D,3028,-13861,-430,345,B,E,G,2518,-190,L,B,45,-791,-883,5460,-128,381,14986,,3242,-414,1904,-175,10811,7295,3414,1197,,-720,-286,2796,141,J,P,19
45689,E,-1732,-9694,-5702,55338,-209,F,11490,C,-1253,O,14667,,3182,11193,7133,303,14801,A,M,D,-13306,A,36034,L,,41394,-18239,-81360,-961,-17988,10782,D,-38110,D,-25358,134706,2273,-1762,E,K,F,-23293,1467,O,A,-1463,9838,8330,-52308,-143,-3574,-141265,-27015,-33971,1960,-19644,1654,-101776,-61850,-30764,-11719,,7543,1127,-27861,68,K,L,19
-34699,K,1630,7651,4177,-42127,4,E,-8677,B,641,F,-11207,37017,-2278,-7761,-5376,-168,-11338,D,F,,10059,A,-27670,P,B,-31454,14476,62246,1079,13775,-8386,A,28981,C,19156,-102617,-1724,1120,G,H,C,17881,-1357,B,B,1031,-7376,-6671,40004,-217,2997,108063,20202,26338,-1675,14999,-1338,77491,47777,23611,9126,D,-5877,-931,21352,195,B,E,19
-6811,I,367,1581,824,-8766,21,A,-1590,A,180,H,-2295,7460,-50,-1141,-1042,-195,-2458,B,F,E,1879,A,-5433,N,A,-6436,2873,13164,-158,2730,-2066,H,6210,A,4282,-20520,-537,494,B,L,G,3663,-302,L,B,290,-1274,-1711,8161,-353,587,22326,4805,5190,-163,2877,-450,15811,10407,,1904,A,-1223,-180,4283,-23,I,P,19
-12926,A,678,2863,1636,-16045,-25,A,-3358,A,318,K,-4327,13990,-1009,-3207,-2061,-89,-4206,B,E,E,3659,A,-10376,N,B,-12000,5375,23456,635,5221,-3072,H,11076,A,7339,-38791,-512,485,B,E,A,6653,-482,L,B,294,-2669,-2381,15033,-24,1110,40795,7476,9788,-559,5705,-455,29263,17788,8747,3443,A,-2233,-256,7988,132,I,B,19
-50423,C,1824,11009,6303,-61441,25,D,-12553,B,1395,N,-16139,53766,-2881,-11826,-7680,-541,,D,I,C,14808,B,-39514,,E,-45567,20043,90555,797,19798,-12099,G,42224,C,28096,-148638,-2986,1950,K,I,C,25929,-1782,A,B,1601,-10632,-9521,58033,-310,4198,156590,30682,37533,-2186,21453,-1735,112704,69667,34066,12950,D,-8314,-1345,30889,39,M,F,19
13565,B,-386,-2890,-1697,16449,-119,C,3228,A,-403,L,4372,-14333,865,3597,1897,182,4347,B,F,A,-4039,A,10512,B,A,12034,-5193,-23759,-192,-5241,2976,I,-11120,A,-7618,39655,651,-605,,L,G,-7001,540,G,A,-536,2944,2277,-15283,-177,-737,-41239,-8265,-9754,530,-5860,413,-29858,-18146,-8851,-3056,B,2096,381,-8184,,D,D,19
-29071,K,1039,6458,3812,-35671,,D,-7252,B,849,M,-9190,31167,-1729,-6762,-4559,-413,-9454,,F,E,8627,A,-22897,P,E,-26288,11609,52491,219,11541,-7114,A,24694,A,16682,-85801,-1815,1226,D,D,A,14932,-949,B,B,766,-5927,-5380,33346,10,2504,90750,17803,21857,-1165,12436,-936,65270,40686,19927,7705,A,-4761,-711,17897,-166,C,E,19
-26186,A,1142,5693,3240,-31850,148,E,-6556,B,735,M,-8526,27561,-1679,-6062,-3982,6,-8562,D,E,E,7382,A,-20769,P,B,-23537,10413,46848,549,10339,-6162,A,22008,A,14386,-77058,-1336,789,D,D,A,13327,-995,B,B,827,-5453,-4806,29988,-108,2377,80836,15377,19524,-1121,11028,-1000,58056,35655,17744,6842,A,-4282,-776,15795,252,C,E,19
-8079,I,,1531,1021,-10005,154,A,-1909,A,187,H,-2704,8730,-419,-1832,-1291,-104,-2637,B,G,E,2426,A,-6368,N,B,-7171,3067,14483,-161,3019,-2281,H,6853,A,,,-697,330,B,L,A,4114,,L,B,229,-1526,-1506,9184,-11,459,25032,5411,5715,-387,3435,-371,18114,11299,5497,2176,A,-1200,-14,4981,-87,J,P,19
-5473,I,34,1090,782,,99,A,-1245,A,-32,H,-1954,5852,,-1367,-879,-121,-1812,B,I,E,1640,A,-4267,N,B,-4758,2259,9716,40,2131,-1383,,4537,A,3124,-15903,-100,346,,E,G,2622,-114,L,B,210,-1141,-981,6317,-83,245,16734,3676,3665,-43,2243,-234,12212,7433,3521,1128,A,-937,-162,3228,,J,P,19
-51627,C,2112,11469,6454,-62732,24,D,-12808,B,1431,N,-16654,54978,-3279,-11942,,-111,-16934,,C,C,15031,B,-41282,E,F,-47007,21133,92858,1316,20356,-12294,G,43417,C,28814,-152866,-2672,1657,K,I,,26631,-1819,A,B,1504,-11189,-9994,59487,-257,,160919,30509,39108,-2302,22387,-2141,115732,71059,,13575,D,-8487,,31532,101,M,F,19
23619,H,,-5153,-2971,28889,-116,C,5761,A,-866,A,7636,-24969,1743,6206,3481,279,7634,B,E,A,-6670,A,18386,G,G,21010,-8990,-41573,-246,-9247,5484,,-19907,D,-13339,69356,1221,-967,F,,E,-11773,779,P,A,-698,5148,4030,,-543,-1922,-72297,-14390,-17086,923,-9783,554,-52088,-31661,-15602,-5808,,3769,526,-14436,52,A,I,19
13146,B,-543,-2760,-1968,16068,81,C,3489,A,-334,A,4380,-14140,1017,3000,1952,71,4339,B,F,A,-3660,A,10765,B,A,,-5667,-23861,-693,,3096,I,,A,-7368,39532,605,-371,J,J,,-6654,346,G,A,-463,2742,2695,-15311,142,-1386,-41587,-7427,-10296,,-5865,662,-30049,,-9099,,B,2314,241,-7960,-123,D,D,19
-40126,K,1567,8923,4941,,-14,D,-10074,B,1143,F,-13014,42990,-2703,-9386,-6268,-10,-13137,D,G,C,11690,A,-32094,H,E,-36724,16584,,1238,16243,-9578,G,33723,C,22525,-119164,-2143,1473,G,H,C,20763,-1458,J,B,1333,-8687,-7894,46673,-201,3279,125734,23501,30668,-1952,17310,-1624,90427,55270,27546,10687,D,-6764,-1038,24803,186,B,N,19
17555,B,-833,-3628,-2225,21193,-181,C,4611,A,-485,A,5840,-18456,1334,4523,2676,120,5711,B,,A,-4939,A,13808,B,A,15773,-6775,,-428,-6731,3973,I,,D,-9656,51779,688,,J,J,E,-8616,656,G,A,-464,3828,3045,-19916,-382,-1559,-53740,-9921,-12969,741,-7264,696,-38773,-23186,-11821,-4542,B,,422,-10714,52,A,D,19
15905,B,-538,-3474,-2053,19293,-208,C,3993,A,-508,L,5162,-16882,830,3922,2508,213,5246,B,F,A,-4589,A,12130,B,A,13867,-5897,-27934,139,,3881,I,-13297,A,-8784,46175,974,-755,J,J,E,-7827,365,G,A,-545,3407,2506,,-284,-1326,-48334,-9780,-11321,752,-6629,670,-35063,-21313,-10619,-3944,B,2539,239,-9697,21,A,D,19
-13475,A,302,2898,1648,-16246,-65,A,-3309,A,464,H,,14206,-518,-3078,-1964,-252,-4147,B,E,E,3905,,-10169,J,B,-11770,4993,23706,-27,5255,-3223,H,11039,A,7530,-38502,-744,613,B,E,A,6789,-205,C,B,464,-2778,-2331,14981,125,1048,40545,,9594,-519,5444,-428,29428,18198,9023,3385,A,-2056,-283,8093,-143,I,P,19
-17121,A,545,3777,2120,-20640,-38,E,-4475,A,435,K,-5552,18224,-1196,-3847,-2783,119,-5746,B,F,E,4847,A,-13791,J,B,-15690,7134,30692,526,6705,-3961,A,14186,A,9484,-50586,-784,361,D,D,A,8910,-691,C,B,,-3571,-3336,19857,4,1509,53438,9787,13152,-916,7481,-812,38267,23430,11650,4349,A,-2914,-377,10577,57,I,B,19
1609,I,-146,-326,-92,1616,21,A,403,A,,L,523,-1436,264,246,210,-198,507,B,M,E,-267,A,1319,A,B,1350,-693,-2379,-323,-636,338,H,-1155,A,,4461,-143,135,B,L,G,-649,352,E,B,-158,486,314,-1676,137,-451,,-246,-1394,264,-563,66,-3067,-1646,-1086,-520,A,134,35,-738,-80,J,M,19
2398,I,-99,-660,-277,2747,-136,A,824,A,129,L,890,-2621,388,472,539,-224,719,B,I,E,-658,A,,A,B,2133,-1228,-4369,-377,-910,685,H,-2115,D,-1138,7447,-163,190,B,L,G,-1343,311,E,B,-173,433,490,-2918,94,-358,,-1002,,140,-1125,192,-5774,-3162,-1799,-802,A,,117,-1293,127,J,M,19
8746,B,-259,-1948,-1198,10581,-267,C,2076,A,-323,L,2852,-8907,788,2578,1357,161,2798,B,F,A,-2450,A,6370,A,A,,-3119,-14706,,-3216,1847,,-7327,A,-4937,25286,,-709,J,L,G,-3948,198,E,A,-356,1775,1255,-9789,-473,-913,,-5433,-5906,210,-3492,359,-18719,-11492,-5464,-1881,B,1309,163,-5233,223,D,M,19
-4461,I,106,1052,621,-5556,-150,A,-1166,A,78,H,-1377,,-369,-503,-637,73,-1620,B,F,E,1118,A,-4062,N,B,-4327,2238,8709,520,1692,-1250,H,3717,A,2458,-13845,-187,-209,B,L,G,2496,-194,L,B,-21,-1015,-1332,5386,-262,496,,2365,3867,-338,2047,-437,10719,,3449,1335,A,-870,,2742,288,I,P,19
11349,B,-326,-2390,-1564,13861,96,C,2903,A,-253,L,3691,-12427,,2657,,148,3667,B,G,A,-3364,A,9085,B,A,10427,-4517,-20459,-167,-4411,2800,I,,A,-6389,33621,544,-581,J,J,G,-5746,387,G,A,-129,2333,2215,-13169,-62,-979,-35402,-6915,-8717,386,-4838,525,-25430,-15804,-7913,-3092,B,1897,,-6988,-14,D,D,19
-299,I,,,92,-134,-215,A,86,A,127,H,29,38,165,-5,-144,-308,14,B,I,,,A,63,A,A,2,76,175,-258,109,-183,H,289,A,74,-289,68,-18,B,L,G,214,-19,E,B,27,-16,188,115,-35,-48,239,409,-241,280,,44,361,94,,-164,A,-72,-59,138,-62,J,M,19
14267,B,-426,-3259,-1735,17410,-33,C,,A,-325,L,4573,-15458,1072,3301,2323,61,4661,B,F,A,-4128,A,11675,B,B,13292,-6092,-25896,-599,-5827,3486,I,-11984,D,-7996,,465,-342,J,J,G,-7421,517,G,A,-642,3175,2857,-16610,2,-1151,-44837,-8230,-11036,596,-6402,603,-32344,-19647,-9889,-3858,B,2324,379,-8955,27,D,D,19
-26730,A,964,5816,3311,-32477,53,E,-6626,B,689,M,-8815,28542,-1873,-6131,-4235,5,-8887,D,F,,7762,A,-21271,P,E,-24443,10775,47811,929,10442,-6372,A,22276,C,14764,,-1476,756,,D,A,,-926,B,B,871,-5571,-5130,30770,-173,,83364,15750,20243,-1324,,-984,59759,36646,18281,7155,,-4406,-688,16376,81,C,E,19
24009,H,-819,-5286,-3131,29163,-224,F,6097,A,-648,A,7981,-25659,1969,6002,3713,-138,7997,B,E,A,-6679,A,19031,G,A,21663,-9501,-42660,-615,-9437,5517,I,-20166,D,-13289,71010,,-863,F,A,,-12050,768,P,,-727,5271,4274,-27199,-139,-2224,-74316,-14044,-17850,1086,-10268,752,-53302,-32371,-16163,-5858,B,3876,622,-14515,-103,A,I,19
-7587,I,197,1763,1030,-9428,-154,A,-1771,A,388,H,-2323,8071,,-1458,-1318,-49,-2332,B,,,2151,,-5752,N,A,-6594,2900,14054,-144,2859,-2095,H,6405,A,4398,-21931,-572,330,B,E,A,4031,-173,L,B,288,-1523,-1494,8670,-472,635,23766,5214,5491,-595,3088,-294,16849,10847,5326,2154,A,-1356,-72,4835,76,I,P,19
-35476,K,1346,7902,4396,-43301,-168,D,-8892,B,1002,F,-11553,38043,-2125,-8031,-5430,-182,-11792,D,E,C,10150,A,-28121,P,E,-32180,14410,64145,625,14077,-8629,G,29909,A,19936,-104791,-2064,1254,G,D,C,18193,-1279,B,B,945,-7309,-6769,41109,-362,3059,110971,21396,26702,-1605,15212,-1299,79725,49341,24407,9388,D,-5883,-886,21941,82,B,N,19
-29012,K,1247,6368,3624,-35491,-260,E,-7315,B,688,M,-9327,31322,,-6305,-4519,-190,-9510,D,F,E,8244,A,-23038,,E,-26574,11806,52611,674,11532,-7233,A,24722,A,16353,-86128,-1622,896,D,D,C,15113,-1071,B,,674,-6167,-5680,33572,-427,2532,90940,17522,22018,-1213,12334,-1148,65293,40699,20221,7796,A,-4769,-595,17912,62,C,E,19
-6172,I,328,1342,882,-7585,143,A,-1532,A,194,H,-1873,6365,-432,-1622,-935,,-1836,B,G,E,1742,,-4326,N,B,-5226,2197,10831,-283,2318,-1534,H,5252,,3630,-17800,-431,241,B,L,G,3126,-56,,B,316,-1308,-939,7196,47,796,18723,3853,,-230,2435,-173,13439,8333,4166,1357,A,-1050,-81,3528,-83,J,P,19
9753,B,-292,-2138,-1155,11569,-144,C,2584,A,-387,L,3059,-10242,736,2720,1330,316,2931,B,F,A,-2841,A,7435,B,B,8678,-3684,-16907,-135,-3687,2191,I,-8098,A,-5338,28290,,-479,J,L,G,-4788,78,E,A,-206,2117,1461,,-141,-692,-29518,-6135,-6891,177,-3957,,-21388,-13031,-6298,-2267,B,1623,278,-5954,-60,,M,19
19385,B,-735,-4285,-2409,23365,155,C,4757,A,-603,L,6101,-20486,1226,4581,2921,350,6199,B,,A,-5620,A,,B,A,17195,-7645,-34357,-362,-7583,4618,I,-15782,A,-10793,56252,1022,,F,J,E,-9893,487,G,A,-725,3927,3414,-21847,30,-1458,-59192,-11626,-14345,866,-8181,616,-42643,-26237,-12925,-4927,B,3066,428,-11606,50,A,D,19
